O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
35-3023.01	17590	Stock customer service stations with paper products or beverage preparation items.	Core	68.0	07/2015	Incumbent
35-3023.01	17587	Provide customers with product details, such as coffee blend or preparation descriptions.	Core	68.0	07/2015	Incumbent
35-3023.01	17592	Take out garbage.	Core	68.0	07/2015	Incumbent
35-3031.00	2276	Collect payments from customers.	Core	111.0	08/2025	Incumbent
35-3031.00	2277	Write patrons' food orders on order slips, memorize orders, or enter orders into computers for transmittal to kitchen staff.	Core	111.0	08/2025	Incumbent
35-3031.00	2279	Check with customers to ensure that they are enjoying their meals, and take action to correct any problems.	Core	111.0	08/2025	Incumbent
35-3031.00	2278	Take orders from patrons for food or beverages.	Core	111.0	08/2025	Incumbent
35-3031.00	2281	Prepare checks that itemize and total meal costs and sales taxes.	Core	111.0	08/2025	Incumbent
35-3031.00	18745	Remove dishes and glasses from tables or counters, and take them to kitchen for cleaning.	Core	112.0	08/2025	Incumbent
35-3031.00	2285	Clean tables or counters after patrons have finished dining.	Core	112.0	08/2025	Incumbent
35-3031.00	18747	Perform cleaning duties, such as sweeping and mopping floors, vacuuming carpet, tidying up server station, taking out trash, or checking and cleaning bathroom.	Core	110.0	08/2025	Incumbent
35-3031.00	2283	Present menus to patrons and answer questions about menu items, making recommendations upon request.	Core	111.0	08/2025	Incumbent
35-3031.00	2290	Stock service areas with supplies such as coffee, food, tableware, and linens.	Core	111.0	08/2025	Incumbent
35-3041.00	11152	Place food servings on plates or trays according to orders or instructions.	Core	78.0	08/2020	Incumbent
35-3041.00	11150	Clean or sterilize dishes, kitchen utensils, equipment, or facilities.	Core	78.0	08/2020	Incumbent
35-3041.00	11149	Monitor food distribution, ensuring that meals are delivered to the correct recipients and that guidelines, such as those for special diets, are followed.	Core	78.0	08/2020	Incumbent
35-3041.00	11151	Examine trays to ensure that they contain required items.	Core	78.0	08/2020	Incumbent
35-3041.00	11153	Load trays with accessories, such as eating utensils, napkins, or condiments.	Core	78.0	08/2020	Incumbent
35-3041.00	11154	Take food orders and relay orders to kitchens or serving counters so they can be filled.	Core	77.0	08/2020	Incumbent
35-3041.00	11158	Monitor food preparation or serving techniques to ensure that proper procedures are followed.	Core	76.0	08/2020	Incumbent
35-3041.00	11156	Remove trays and stack dishes for return to kitchen after meals are finished.	Core	76.0	08/2020	Incumbent
35-3041.00	11159	Carry food, silverware, or linen on trays or use carts to carry trays.	Core	78.0	08/2020	Incumbent
35-3041.00	11155	Stock service stations with items, such as ice, napkins, or straws.	Core	78.0	08/2020	Incumbent
35-9011.00	11169	Serve ice water, coffee, rolls, or butter to patrons.	Core	54.0	08/2021	Incumbent
35-9011.00	11165	Scrape and stack dirty dishes and carry dishes and other tableware to kitchens for cleaning.	Core	53.0	08/2021	Incumbent
35-9011.00	11163	Wipe tables or seats with dampened cloths or replace dirty tablecloths.	Core	53.0	08/2021	Incumbent
35-9011.00	11164	Set tables with clean linens, condiments, or other supplies.	Core	53.0	08/2021	Incumbent
35-9011.00	23929	Greet and seat customers.	Core	53.0	08/2021	Incumbent
35-9011.00	11166	Clean up spilled food or drink or broken dishes and remove empty bottles and trash.	Core	54.0	08/2021	Incumbent
35-9011.00	11168	Maintain adequate supplies of items, such as clean linens, silverware, glassware, dishes, or trays.	Core	53.0	08/2021	Incumbent
35-9011.00	11172	Locate items requested by customers.	Core	52.0	08/2021	Incumbent
35-9011.00	11170	Fill beverage or ice dispensers.	Core	53.0	08/2021	Incumbent
35-9011.00	11167	Perform serving, cleaning, or stocking duties in establishments, such as cafeterias or dining rooms, to facilitate customer service.	Core	53.0	08/2021	Incumbent
35-9021.00	11186	Wash dishes, glassware, flatware, pots, or pans, using dishwashers or by hand.	Core	80.0	08/2025	Incumbent
35-9021.00	11188	Maintain kitchen work areas, equipment, or utensils in clean and orderly condition.	Core	77.0	08/2025	Incumbent
35-9021.00	11187	Place clean dishes, utensils, or cooking equipment in storage areas.	Core	79.0	08/2025	Incumbent
35-9021.00	11190	Sweep or scrub floors.	Core	77.0	08/2025	Incumbent
35-9021.00	11189	Stock supplies, such as food or utensils, in serving stations, cupboards, refrigerators, or salad bars.	Core	79.0	08/2025	Incumbent
35-9021.00	11193	Clean or prepare various foods for cooking or serving.	Core	79.0	08/2025	Incumbent
35-9021.00	11192	Sort and remove trash, placing it in designated pickup areas.	Core	79.0	08/2025	Incumbent
35-9021.00	11195	Transfer supplies or equipment between storage and work areas, by hand or using hand trucks.	Core	77.0	08/2025	Incumbent
35-9021.00	11196	Receive and store supplies.	Core	77.0	08/2025	Incumbent
35-9021.00	11191	Clean garbage cans with water or steam.	Core	79.0	08/2025	Incumbent
35-9031.00	2296	Provide guests with menus.	Core	62.0	08/2025	Incumbent
35-9031.00	2297	Greet guests and seat them at tables or in waiting areas.	Core	61.0	08/2025	Incumbent
35-9031.00	2302	Maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed.	Core	61.0	08/2025	Incumbent
35-9031.00	18749	Assign patrons to tables suitable for their needs and according to rotation so that servers receive an appropriate number of seatings.	Core	61.0	08/2025	Incumbent
35-9031.00	18750	Speak with patrons to ensure satisfaction with food and service, to respond to complaints, or to make conversation.	Core	61.0	08/2025	Incumbent
35-9031.00	18752	Inspect dining and serving areas to ensure cleanliness and proper setup.	Core	61.0	08/2025	Incumbent
35-9031.00	2307	Supervise and coordinate activities of dining room staff to ensure that patrons receive prompt and courteous service.	Core	62.0	08/2025	Incumbent
35-9031.00	18751	Answer telephone calls and respond to inquiries or transfer calls.	Core	62.0	08/2025	Incumbent
35-9031.00	21070	Assist other restaurant workers by serving food and beverages, or by bussing tables.	Core	61.0	08/2025	Incumbent
35-9031.00	18754	Take and prepare to-go orders.	Core	62.0	08/2025	Incumbent
37-1011.00	9520	Select the most suitable cleaning materials for different types of linens, furniture, flooring, and surfaces.	Core	67.0	08/2020	Incumbent
37-1011.00	9513	Inspect work performed to ensure that it meets specifications and established standards.	Core	66.0	08/2020	Incumbent
37-1011.00	9515	Perform or assist with cleaning duties as necessary.	Core	67.0	08/2020	Incumbent
37-1011.00	9522	Issue supplies and equipment to workers.	Core	67.0	08/2020	Incumbent
37-1011.00	20130	Check and maintain equipment to ensure that it is in working order.	Core	67.0	08/2020	Incumbent
37-1011.00	9528	Recommend or arrange for additional services, such as painting, repair work, renovations, and the replacement of furnishings and equipment.	Core	66.0	08/2020	Incumbent
37-1011.00	9517	Coordinate activities with other departments to ensure that services are provided in an efficient and timely manner.	Core	67.0	08/2020	Incumbent
37-1011.00	9521	Instruct staff in work policies and procedures, and the use and maintenance of equipment.	Core	67.0	08/2020	Incumbent
37-1011.00	9526	Confer with staff to resolve performance and personnel problems, and to discuss company policies.	Core	67.0	08/2020	Incumbent
37-1011.00	9530	Recommend changes that could improve service and increase operational efficiency.	Core	66.0	08/2020	Incumbent
37-1012.00	11199	Establish and enforce operating procedures and work standards that will ensure adequate performance and personnel safety.	Core	53.0	08/2021	Incumbent
37-1012.00	11202	Schedule work for crews, depending on work priorities, crew or equipment availability, or weather conditions.	Core	54.0	08/2021	Incumbent
37-1012.00	11204	Monitor project activities to ensure that instructions are followed, deadlines are met, and schedules are maintained.	Core	53.0	08/2021	Incumbent
37-1012.00	11201	Direct activities of workers who perform duties, such as landscaping, cultivating lawns, or pruning trees and shrubs.	Core	54.0	08/2021	Incumbent
37-1012.00	11200	Inspect completed work to ensure conformance to specifications, standards, and contract requirements.	Core	54.0	08/2021	Incumbent
37-1012.00	11203	Plant or maintain vegetation through activities such as mulching, fertilizing, watering, mowing, or pruning.	Core	53.0	08/2021	Incumbent
37-1012.00	11205	Train workers in tasks such as transplanting or pruning trees or shrubs, finishing cement, using equipment, or caring for turf.	Core	53.0	08/2021	Incumbent
37-1012.00	11207	Inventory supplies of tools, equipment, or materials to ensure that sufficient supplies are available and items are in usable condition.	Core	53.0	08/2021	Incumbent
37-1012.00	11212	Maintain required records, such as personnel information or project records.	Core	53.0	08/2021	Incumbent
37-1012.00	11206	Provide workers with assistance in performing duties as necessary to meet deadlines.	Core	53.0	08/2021	Incumbent
37-2011.00	9538	Service, clean, or supply restrooms.	Core	62.0	08/2023	Incumbent
37-2011.00	9539	Gather and empty trash.	Core	60.0	08/2023	Incumbent
37-2011.00	9540	Clean building floors by sweeping, mopping, scrubbing, or vacuuming.	Core	62.0	08/2023	Incumbent
37-2011.00	20590	Monitor building security and safety by performing tasks such as locking doors after operating hours or checking electrical appliance use to ensure that hazards are not created.	Core	58.0	08/2023	Incumbent
37-2011.00	9544	Notify managers concerning the need for major repairs or additions to building operating systems.	Core	59.0	08/2023	Incumbent
37-2011.00	9541	Follow procedures for the use of chemical cleaners and power equipment to prevent damage to floors and fixtures.	Core	62.0	08/2023	Incumbent
37-2011.00	9542	Mix water and detergents or acids in containers to prepare cleaning solutions, according to specifications.	Core	60.0	08/2023	Incumbent
37-2011.00	9546	Clean windows, glass partitions, or mirrors, using soapy water or other cleaners, sponges, or squeegees.	Core	62.0	08/2023	Incumbent
37-2011.00	9545	Requisition supplies or equipment needed for cleaning and maintenance duties.	Core	60.0	08/2023	Incumbent
37-2011.00	9550	Dust furniture, walls, machines, or equipment.	Core	61.0	08/2023	Incumbent
37-2012.00	9564	Keep storage areas and carts well-stocked, clean, and tidy.	Core	85.0	08/2020	Incumbent
37-2012.00	9560	Carry linens, towels, toilet items, and cleaning supplies, using wheeled carts.	Core	85.0	08/2020	Incumbent
37-2012.00	9561	Clean rooms, hallways, lobbies, lounges, restrooms, corridors, elevators, stairways, locker rooms, and other work areas so that health standards are met.	Core	88.0	08/2020	Incumbent
37-2012.00	9562	Empty wastebaskets, empty and clean ashtrays, and transport other trash and waste to disposal areas.	Core	88.0	08/2020	Incumbent
37-2012.00	9566	Sweep, scrub, wax, or polish floors, using brooms, mops, or powered scrubbing and waxing machines.	Core	88.0	08/2020	Incumbent
37-2012.00	9563	Replenish supplies, such as drinking glasses, linens, writing supplies, and bathroom items.	Core	86.0	08/2020	Incumbent
37-2012.00	9567	Clean rugs, carpets, upholstered furniture, and draperies, using vacuum cleaners and shampooers.	Core	88.0	08/2020	Incumbent
37-2012.00	9568	Wash windows, walls, ceilings, and woodwork, waxing and polishing as necessary.	Core	85.0	08/2020	Incumbent
37-2012.00	9565	Dust and polish furniture and equipment.	Core	87.0	08/2020	Incumbent
37-2021.00	7974	Record work activities performed.	Core	121.0	07/2015	Incumbent
37-2021.00	7975	Inspect premises to identify infestation source and extent of damage to property, wall, or roof porosity and access to infested locations.	Core	122.0	07/2015	Incumbent
